1605,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Christine Sundaresam,20102,71.04,22.24,1.99,Manitoba,Computer Peripherals,0.43
1606,Avery Round Ring Poly Binders,Christine Sundaresam,21863,-102.02,2.84,5.44,Manitoba,Binders and Binder Accessories,0.36
1607,GBC Imprintable Covers,Christine Sundaresam,21863,7.77,10.98,5.14,Manitoba,Binders and Binder Accessories,0.36
1608,"Wirebound Service Call Books, 5 1/2"" x 4""",Katrina Bavinger,21894,1.27,9.68,2.03,Manitoba,Paper,0.37
1609,Epson DFX5000+ Dot Matrix Printer,Hallie Redmond,22022,-3461.12,1500.97,29.7,Manitoba,Office Machines,0.57
1610,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,Maria Bertelson,22663,-384.60,280.98,57,Manitoba,Chairs & Chairmats,0.78
1611,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Maria Bertelson,22663,1908.45,500.98,28.14,Manitoba,Office Machines,0.38
1612,8890,Katrina Bavinger,23713,894.06,115.99,5.92,Manitoba,Telephones and Communication,0.58
1613,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Christine Sundaresam,24358,-207.28,279.48,35,Manitoba,Storage & Organization,0.8
1614,Gyration Ultra Cordless Optical Suite,Bruce Stewart,24386,1653.96,100.97,7.18,Manitoba,Computer Peripherals,0.46
1615,Targus USB Numeric Keypad,Bruce Stewart,24386,-102.74,40.98,6.5,Manitoba,Computer Peripherals,0.74
1616,Avery 491,Bruce Stewart,24386,29.67,4.13,0.99,Manitoba,Labels,0.39
1617,SANFORD Major Accent� Highlighters,Maria Bertelson,24899,28.76,7.08,2.35,Manitoba,Pens & Art Supplies,0.47
1618,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Mary Zewe,25473,7434.48,500.98,28.14,Manitoba,Office Machines,0.38
1619,Xerox 1893,Mary Zewe,25473,67.61,40.99,17.48,Manitoba,Paper,0.36
1620,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Ivan Gibson,25638,-108.55,4.89,4.93,Manitoba,Computer Peripherals,0.66
1621,Riverleaf Stik-Withit� Designer Note Cubes�,Ivan Gibson,25638,23.53,10.06,2.06,Manitoba,Paper,0.39
