2006,"Global Airflow Leather Mesh Back Chair, Black",Nancy Lomonaco,5760,650.30,150.98,43.71,Ontario,Chairs & Chairmats,0.55
2007,DAX Solid Wood Frames,Anna Haberlin,6438,20.29,9.77,6.02,Ontario,Office Furnishings,0.48
2008,Xerox 1992,Anna Haberlin,6438,-66.16,5.98,5.2,Ontario,Paper,0.36
2009,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Tamara Chand,6592,-177.17,6.84,8.37,Ontario,"Scissors, Rulers and Trimmers",0.58
2010,Tennsco Industrial Shelving,Tamara Chand,6592,-971.36,48.91,35,Ontario,Storage & Organization,0.83
2011,"Wilson Jones Hanging View Binder, White, 1""",Kelly Lampkin,6755,-39.23,7.1,6.05,Ontario,Binders and Binder Accessories,0.39
2012,"80 Minute CD-R Spindle, 100/Pack - Staples",Erin Ashbrook,6918,515.83,39.48,1.99,Ontario,Computer Peripherals,0.54
2013,Electrix Fluorescent Magnifier Lamps & Weighted Base,Darren Budd,7841,295.60,49.34,10.25,Ontario,Office Furnishings,0.57
2014,Coloredge Poster Frame,Darren Budd,7841,56.30,10.06,2.06,Ontario,Office Furnishings,0.46
2015,Binding Machine Supplies,Bill Stewart,8103,107.38,29.17,6.27,Ontario,Binders and Binder Accessories,0.37
2016,Staples 1 Part Blank Computer Paper,James Lanier,8258,-155.21,11.34,11.25,Ontario,Paper,0.36
2017,3M Organizer Strips,Christine Phan,8454,-188.13,5.4,7.78,Ontario,Binders and Binder Accessories,0.37
2018,Cardinal Poly Pocket Divider Pockets for Ring Binders,Tamara Dahlen,8710,-76.02,3.36,6.27,Ontario,Binders and Binder Accessories,0.4
2019,"""While you Were Out"" Message Book, One Form per Page",Tamara Dahlen,8710,8.33,3.71,1.93,Ontario,Paper,0.35
2020,Advantus Panel Wall Certificate Holder - 8.5x11,James Lanier,8835,-6.15,12.2,6.02,Ontario,Office Furnishings,0.43
2021,US Robotics 56K V.92 External Faxmodem,Christine Phan,8960,524.09,99.99,19.99,Ontario,Computer Peripherals,0.52
2022,Accessory8,Christine Phan,8960,361.65,85.99,1.25,Ontario,Telephones and Communication,0.39
2023,Xerox 1930,Alan Hwang,9281,-96.59,6.48,6.81,Ontario,Paper,0.36
2024,Newell 339,Alan Hwang,9281,0.77,2.78,0.97,Ontario,Pens & Art Supplies,0.59
2025,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Darren Budd,9350,-432.54,140.98,53.48,Ontario,Bookcases,0.65
2026,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Darren Budd,9350,-210.78,172.99,19.99,Ontario,Office Furnishings,0.64
2027,Bionaire Personal Warm Mist Humidifier/Vaporizer,Eugene Hildebrand,9665,921.41,46.89,5.1,Ontario,Appliances,0.46
2028,"Sauder Forest Hills Library, Woodland Oak Finish",Eugene Hildebrand,9665,-373.09,140.98,36.09,Ontario,Bookcases,0.77
2029,Bush Advantage Collection� Round Conference Table,Eugene Hildebrand,9665,-3465.07,212.6,110.2,Ontario,Tables,0.73
2030,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Edward Nazzal,9893,-98.30,160.98,30,Ontario,Chairs & Chairmats,0.62
2031,"Global Stack Chair without Arms, Black",Darren Budd,10183,-279.44,25.98,14.36,Ontario,Chairs & Chairmats,0.6
2032,Xerox 1952,Edward Becker,10247,-53.33,4.98,5.49,Ontario,Paper,0.38
2033,"Memorex Slim 80 Minute CD-R, 10/Pack",Edward Becker,10247,44.14,9.78,1.99,Ontario,Computer Peripherals,0.43
2034,Acme Galleria� Hot Forged Steel Scissors with Colored Handles,Melanie Page,10371,-37.60,15.73,7.42,Ontario,"Scissors, Rulers and Trimmers",0.56
2035,Sanford 52201 APSCO Electric Pencil Sharpener,Jesus Ocampo,10498,327.90,40.97,8.99,Ontario,Pens & Art Supplies,0.59
2036,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Darren Powers,10624,23.97,47.98,3.61,Ontario,Computer Peripherals,0.71
2037,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Patrick Bzostek,11425,-16.59,16.91,6.25,Ontario,Storage & Organization,0.58
2038,CF 688,Patrick Bzostek,11425,383.45,155.99,8.99,Ontario,Telephones and Communication,0.58
2039,"3.5"" IBM Formatted Diskettes, DS/HD",Darren Budd,11491,-80.11,6.6,4.07,Ontario,Computer Peripherals,0.66
2040,Staples Plastic Wall Frames,Darren Budd,11491,739.48,48.04,7.23,Ontario,Office Furnishings,0.41
2041,Xerox 1940,Melanie Page,11841,886.03,54.96,10.75,Ontario,Paper,0.36
2042,Staples SlimLine Pencil Sharpener,Melanie Page,11841,-88.32,11.97,5.81,Ontario,Pens & Art Supplies,0.6
2043,Avery 48,Jesus Ocampo,11878,36.23,6.3,0.5,Ontario,Labels,0.39
2044,Xerox 214,Jesus Ocampo,11878,-52.55,6.48,7.03,Ontario,Paper,0.37
2045,Flat Face Poster Frame,Grace Kelly,12130,290.20,18.84,3.62,Ontario,Office Furnishings,0.43
2046,Accessory41,Grace Kelly,12130,444.15,35.99,5.99,Ontario,Telephones and Communication,0.38
2047,Bevis Steel Folding Chairs,Darren Budd,12160,865.02,208.16,68.02,Ontario,Chairs & Chairmats,0.57
2048,"Global Deluxe Stacking Chair, Gray",Darren Budd,12160,-45.30,24.98,8.79,Ontario,Chairs & Chairmats,0.56
2049,"Dana Fluorescent Magnifying Lamp, White, 36""",Darren Budd,12160,-42.49,3.36,6.27,Ontario,Office Furnishings,0.55
2050,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Kelly Lampkin,12258,-264.94,180.98,30,Ontario,Chairs & Chairmats,0.69
2051,"Bravo II� Megaboss� 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Kelly Lampkin,12258,-52.54,3.25,49,Ontario,Appliances,0.56
2052,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Kelly Lampkin,12258,660.63,110.98,13.99,Ontario,Office Furnishings,0.69
2053,Advantus Map Pennant Flags and Round Head Tacks,Kelly Lampkin,12258,-5.02,3.95,2,Ontario,Rubber Bands,0.53
2054,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Dan Lawera,12263,123.50,39.48,3.99,Ontario,Appliances,0.56
2055,232,George Ashbrook,12551,1665.23,125.99,5.26,Ontario,Telephones and Communication,0.55
2056,"Eldon Expressions� Desk Accessory, Wood Pencil Holder, Oak",Henry MacAllister,12736,21.77,9.65,6.22,Ontario,Office Furnishings,0.55
2057,Belkin F9M820V08 8 Outlet Surge,Kelly Lampkin,12768,501.59,42.98,4.62,Ontario,Appliances,0.56
2058,Avery 474,Dave Hallsten,12837,15.84,2.88,0.99,Ontario,Labels,0.36
2059,Avery 487,Edward Becker,12897,59.92,3.69,0.5,Ontario,Labels,0.38
2060,Xerox 216,Edward Becker,12897,-120.95,6.48,7.91,Ontario,Paper,0.37
2061,Avery Binder Labels,Nancy Lomonaco,13030,-154.31,3.89,7.01,Ontario,Binders and Binder Accessories,0.37
2062,Xerox 214,Arthur Wiediger,13091,-44.66,6.48,7.03,Ontario,Paper,0.37
2063,Tennsco Commercial Shelving,Arthur Wiediger,13091,-1148.19,20.34,35,Ontario,Storage & Organization,0.84
2064,Tennsco Commercial Shelving,Duane Huffman,13383,-1072.97,20.34,35,Ontario,Storage & Organization,0.84
2065,"Memorex 80 Minute CD-R Spindle, 100/Pack",Jim Mitchum,13440,326.39,43.98,1.99,Ontario,Computer Peripherals,0.44
2066,US Robotics 56K V.92 External Faxmodem,Erin Ashbrook,13479,-322.95,99.99,19.99,Ontario,Computer Peripherals,0.52
2067,i470,Erin Ashbrook,13479,-1.63,205.99,5.26,Ontario,Telephones and Communication,0.56
2068,DMI Arturo Collection Mission-style Design Wood Chair,Alan Hwang,13633,-231.60,150.98,57.2,Ontario,Chairs & Chairmats,0.59
2069,"Eldon Base for stackable storage shelf, platinum",Alan Hwang,13633,-1119.64,38.94,35,Ontario,Storage & Organization,0.8
2070,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Edward Becker,13735,117.38,7.64,1.39,Ontario,Envelopes,0.36
2071,*Staples* Highlighting Markers,Andy Yotov,13861,5.03,4.84,0.71,Ontario,Pens & Art Supplies,0.52
2072,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Frank Hawley,13892,531.47,29.89,1.99,Ontario,Computer Peripherals,0.5
2073,Acco D-Ring Binder w/DublLock�,Edward Becker,14023,241.08,21.38,2.99,Ontario,Binders and Binder Accessories,0.36
2074,Xerox 1948,Edward Becker,14023,40.61,9.99,5.12,Ontario,Paper,0.4
2075,Eldon� 200 Class� Desk Accessories,Jim Mitchum,14115,-38.38,6.28,5.41,Ontario,Office Furnishings,0.53
2076,3395,Jim Mitchum,14115,591.91,85.99,10.78,Ontario,Telephones and Communication,0.58
2077,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Theresa Coyne,14147,107.32,41.94,2.99,Ontario,Binders and Binder Accessories,0.35
2078,Xerox 1927,Theresa Coyne,14147,-69.34,4.28,6.72,Ontario,Paper,0.4
2079,Xerox 1953,Theresa Coyne,14147,-148.87,4.28,5.74,Ontario,Paper,0.4
2080,Canon MP41DH Printing Calculator,Frank Hawley,14211,1046.69,150.98,13.99,Ontario,Office Machines,0.38
2081,Fellowes High-Stak� Drawer Files,Frank Hawley,14211,320.10,176.19,11.87,Ontario,Storage & Organization,0.62
2082,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Ivan Liston,14368,319.64,105.98,13.99,Ontario,Office Furnishings,0.65
2083,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Ivan Liston,14368,99.79,34.58,8.99,Ontario,Pens & Art Supplies,0.56
2084,Document Clip Frames,Darren Powers,14596,73.33,8.34,0.96,Ontario,Office Furnishings,0.43
2085,Newell 337,Darren Powers,14596,-53.75,3.28,3.97,Ontario,Pens & Art Supplies,0.56
