1204,"Master Giant Foot� Doorstop, Safety Yellow",Shahid Shariari,31938,40.58,7.59,4,British Columbia,Office Furnishings,0.42
1205,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Tony Chapman,32582,595.38,105.34,24.49,British Columbia,Office Furnishings,0.61
1206,Economy Binders,Neil Knudson,32611,-7.15,2.08,1.49,British Columbia,Binders and Binder Accessories,0.36
1207,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Neil Knudson,32611,232.78,180.98,30,British Columbia,Chairs & Chairmats,0.69
1208,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Neil Knudson,32611,68.90,53.98,5.5,British Columbia,Computer Peripherals,0.62
1209,Xerox 1989,Neil Knudson,32611,-31.99,4.98,5.02,British Columbia,Paper,0.38
1210,Avery 496,Neil Knudson,32901,17.70,3.75,0.5,British Columbia,Labels,0.37
1211,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Lela Donovan,33284,144.66,22.23,8.99,British Columbia,Office Furnishings,0.41
1212,Epson LQ-570e Dot Matrix Printer,Mike Vittorini,33287,3909.33,270.97,28.06,British Columbia,Office Machines,0.56
1213,"Eldon Expressions� Desk Accessory, Wood Pencil Holder, Oak",Heather Jas,33732,-28.16,9.65,6.22,British Columbia,Office Furnishings,0.55
1214,Staples Battery-Operated Desktop Pencil Sharpener,Justin Hirsh,34435,40.92,10.48,2.89,British Columbia,Pens & Art Supplies,0.6
1215,Round Ring Binders,Rob Dowd,34852,-10.95,2.08,1.49,British Columbia,Binders and Binder Accessories,0.38
1216,Tuff Stuff� Recycled Round Ring Binders,Justin Hirsh,35649,3.90,4.82,1.49,British Columbia,Binders and Binder Accessories,0.36
1217,Xerox 1994,Justin Hirsh,35649,-42.37,6.48,5.74,British Columbia,Paper,0.37
1218,Lock-Up Easel 'Spel-Binder',Lela Donovan,36480,502.49,28.53,1.49,British Columbia,Binders and Binder Accessories,0.38
1219,Avery 514,Ralph Kennedy,36803,30.76,2.88,0.99,British Columbia,Labels,0.36
1220,Eldon� Wave Desk Accessories,Ralph Kennedy,36803,10.73,2.08,5.33,British Columbia,Office Furnishings,0.43
1221,V8160,Ralph Kennedy,36803,-316.32,65.99,2.5,British Columbia,Telephones and Communication,0.56
1222,Hand-Finished Solid Wood Document Frame,Shahid Shariari,36805,165.33,34.23,5.02,British Columbia,Office Furnishings,0.55
1223,g520,Shahid Shariari,36805,226.72,65.99,5.26,British Columbia,Telephones and Communication,0.59
1224,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Rob Dowd,36834,-42.96,170.98,35.89,British Columbia,Bookcases,0.66
1225,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Chuck Clark,37410,8504.47,400.97,48.26,British Columbia,Office Machines,0.36
1226,Avery Printable Repositionable Plastic Tabs,Giulietta Weimer,37729,-26.78,8.6,6.19,British Columbia,Binders and Binder Accessories,0.38
1227,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Khloe Miller,37988,-56.71,16.06,8.34,British Columbia,Storage & Organization,0.59
1228,TI 36X Solar Scientific Calculator,Shahid Shariari,38690,169.89,23.99,6.3,British Columbia,Office Machines,0.38
1229,Euro Pro Shark Stick Mini Vacuum,Justin Hirsh,38758,-219.61,60.98,49,British Columbia,Appliances,0.59
1230,Dana Halogen Swing-Arm Architect Lamp,Khloe Miller,39332,-34.43,40.97,14.45,British Columbia,Office Furnishings,0.57
1231,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Ralph Kennedy,39745,-286.20,115.99,56.14,British Columbia,Office Machines,0.4
1232,Belkin 6 Outlet Metallic Surge Strip,Shahid Hopkins,40134,-21.66,10.89,4.5,British Columbia,Appliances,0.59
1233,"Memorex 4.7GB DVD-RAM, 3/Pack",Shahid Hopkins,40134,674.46,31.78,1.99,British Columbia,Computer Peripherals,0.42
1234,Xerox 1949,Shahid Hopkins,40134,-6.72,4.98,4.72,British Columbia,Paper,0.36
1235,"Seth Thomas 12"" Clock w/ Goldtone Case",Chuck Clark,40164,75.63,22.98,7.58,British Columbia,Office Furnishings,0.51
1236,Xerox 1939,Bill Eplett,40608,55.82,18.97,9.54,British Columbia,Paper,0.37
